,Unnamed: 0,cty_name,iso3numeric,id,year,eiacty,oil_prod32_14,oil_price_2000,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod55_14,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oil_gas_value_nom,oil_gas_value_2000,oil_gas_value_2014,oil_gas_valuePOP_nom,oil_gas_valuePOP_2000,oil_gas_valuePOP_2014,oil_exports,net_oil_exports,net_oil_exports_mt,net_oil_exports_value,net_oil_exports_valuePOP,gas_exports,net_gas_exports_bcf,net_gas_exports_mboe,net_gas_exports_value,net_gas_exports_valuePOP,net_oil_gas_exports_valuePOP,population,pop_maddison,sovereign,mult_nom_2000,mult_nom_2014,mult_2000_2014,oil_price_nom
5766,802,German Democratic Republic (East Germany),278,DDR,1972,,249000.0,10.08942,4526421.6,18636644.7065232,25621165.6285916,34.2,13591757.1614495,2.5105727848,0.19,112898712.535922,464838094.921575,639047103.596713,117425134.135922,483474739.628098,664668269.225304,6.889933353,28.3679363744,38.9994877208,,,,,,,,,,,,17043000.0,,1,4.117302,5.66035776,1.3747735192,2.48
5767,803,East Timor,626,TMP,1964,Timor-Leste (East Timor),,9.864053,,,,,15889969.7389196,2.9350822785,0.15,,,,,,,,,,,,,,,,,,,,,548000.0,548000.0,0,5.54484,7.6228992,1.3747735192,1.8
5768,804,Greece,300,GRC,1945,Greece,,9.933396,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,7322000.0,7322000.0,1,9.560544,13.14358272,1.3747735192,1.05
5769,805,"Congo, Dem. Rep.",180,ZAR,1948,Congo (Kinshasa),,14.06798,,,,,0.0,,0.07,,,,,,,,,,,,,,,,,,,,,,,0,7.148022,9.82691136,1.3747735192,1.99
5770,806,Serbia and Montenegro,891,SCG,1997,Serbia,984000.0,20.3782,137709487.713,147748123.26591,203120207.372117,4.5408960521,12932015.0758337,2.3887099156,2.32,54733050.2946691,58722936.204,80730737.6608023,192442538.007669,206471059.46991,283850945.032919,18.1274334993,19.4488725769,26.7377949963,,,,,,,,,,,,10616094.0,22521067.0,1,1.0728971963,1.4749906542,1.3747735192,19.0925875
5771,807,Azerbaijan,31,AZE,1934,Azerbaijan,,12.71579,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,0,12.853008,17.66997504,1.3747735192,1.0
5772,808,Lao PDR,418,LAO,2001,Laos,0.0,23.698,0.0,0.0,0.0,0.0,20814444.2019471,3.8446962025,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5636273.0,5636273.0,1,0.9723320158,1.3367363072,1.3747735192,24.4438911
5773,809,Ghana,288,GHA,1980,Ghana,88000.0,75.97401,23756823.2,49647147.5126213,68253583.7023689,0.0,30804095.0090108,5.6899135021,1.59,0.0,0.0,0.0,23756823.2,49647147.5126213,68253583.7023689,2.1031003278,4.395071316,6.0422276601,,,,,,,,,,,,11296096.0,11016641.0,1,2.0898058252,2.8730097087,1.3747735192,36.83
5774,810,Cambodia,116,KHM,1944,Cambodia,0.0,11.71031,0.0,0.0,0.0,,0.0,,0.05,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,9.78096,13.4466048,1.3747735192,1.21
5775,811,Suriname,740,SUR,1979,Suriname,0.0,74.01507,0.0,0.0,0.0,0.0,23003312.7208218,4.2490084388,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,362861.0,362861.0,1,2.3719008264,3.2608264463,1.3747735192,31.61
5776,812,Denmark,208,DNK,1958,Denmark,,12.24772,,,,,13786882.6533849,2.5466149789,0.12,,,,,,,,,,,,,,,,,,,,,4515132.0,4515132.0,1,5.952954,8.18396352,1.3747735192,2.08
5777,813,Costa Rica,188,CRI,1991,Costa Rica,0.0,24.95484,0.0,0.0,0.0,0.0,19477222.3879517,3.5976940928,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.97659,-347434.182,-63546385.826394,-20.492032105,0.0,0.0,0.0,0.0,0.0,-20.492032105,3101029.0,3101029.0,1,1.2643171806,1.7381497797,1.3747735192,20.0033852
5778,814,Chile,152,CHL,2000,Chile,269000.0,28.50001,56186471.869084,56186471.8690838,77243673.6608564,14.5868318269,20051474.2893522,3.7037658228,3.68,292487483.340001,292487483.34,402104046.782686,348673955.209085,348673955.209084,479347720.443543,22.6047224131,22.6047224131,31.0763737815,0.0,-192.95137,-9608978.226,-2007177330.6975,-130.1263995098,0.0,-143.73205,-26.8500466293,-538383019.65561,-34.9036643816,-165.0300638914,15424828.0,15156000.0,1,1.0,1.3747735192,1.3747735192,28.4954492
5779,815,Algeria,12,DZA,2008,Algeria,90867558.048,77.7856254495,64778235486.2241,51809831496.6712,71226784373.9602,1327.2367275591,38316711.6296489,7.0775906513,7.96,63584836035.257,50855346954.1588,69914584300.4631,128363071521.481,102665178450.83,141141368674.423,3734.3694376429,2986.7601341464,4106.1187405184,783.58,774.704,38580259.2,21995204840.062,639.8898044106,2077.58145,2077.58145,388.1052194601,14870915776.0141,432.6282685937,1072.5180730043,34373426.0,33769669.0,1,0.7998030682,1.0995480788,1.3747735192,97.2559728
5780,816,Cyprus,196,CYP,1953,Cyprus,,12.27372,,,,,0.0,,0.09,,,,,,,,,,,,,,,,,,,,,515000.0,515000.0,0,6.43167,8.8420896,1.3747735192,1.93
5781,817,Sierra Leone,694,SLE,1944,Sierra Leone,,11.71031,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,9.78096,13.4466048,1.3747735192,1.21
5782,818,Botswana,72,BWA,1942,Botswana,,12.42108,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,10.559304,14.51665152,1.3747735192,1.19
5783,819,Eritrea,232,ERI,2009,Eritrea,0.0,49.5009802438,0.0,0.0,0.0,0.0,16918245.4629102,3.1250180622,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5097998.0,5647000.0,1,0.8026587488,1.1034739928,1.3747735192,61.6712648
5784,820,Fiji,242,FJI,1977,Fiji,0.0,39.04015,0.0,0.0,0.0,0.0,22498960.609321,4.1558481013,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,599339.0,599339.0,1,2.839578,3.90377664,1.3747735192,13.92
5785,821,El Salvador,222,SLV,1991,El Salvador,0.0,24.95484,0.0,0.0,0.0,0.0,19477222.3879517,3.5976940928,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.51148,-772471.704,-141286573.070568,-27.2459241143,0.0,0.0,0.0,0.0,0.0,-27.2459241143,5185604.0,5185604.0,1,1.2643171806,1.7381497797,1.3747735192,20.0033852
5786,822,Mexico,484,MEX,1974,Mexico,29600000.0,39.93295,2512489440.0,8778482329.01471,12068425044.3765,146.386987639,13216605.4459199,2.4412774262,0.3,553741668.581985,1934739058.042,2659828023.48799,3066231108.58198,10713221387.0567,14728253067.8645,53.4470693148,186.7407464674,256.7262331923,,,,,,,,,,,,57369490.0,59122839.0,1,3.493938,4.80337344,1.3747735192,11.58
5787,823,East Timor,626,TMP,2009,Timor-Leste (East Timor),4794044.808,49.5009802438,2167149733.97032,1739481694.0187,2391393370.00703,0.0,16918245.4629102,3.1250180622,3.71,0.0,0.0,0.0,2167149733.97032,1739481694.0187,2391393370.00703,1952.2622732873,1567.0003936854,2154.2706457578,96.0,96.0,4780800.0,1734514347.74208,1562.5255931757,0.0,0.0,0.0,0.0,0.0,1562.5255931757,1110071.0,1132000.0,1,0.8026587488,1.1034739928,1.3747735192,61.6712648
5788,824,Malta,470,MLT,1945,Malta,,9.933396,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,9.560544,13.14358272,1.3747735192,1.05
5789,825,Ethiopia,231,ETH,1980,,,75.97401,,,,,30804095.0090108,5.6899135021,1.59,,,,,,,,,,,,,,,,,,,,,38605198.0,38605198.0,0,2.0898058252,2.8730097087,1.3747735192,36.83
5790,826,Senegal,686,SEN,1994,Senegal,545.6,18.26323,63257.3661789696,73501.4740622035,101047.88016022,0.0,13479751.8853629,2.4898839662,1.85,0.0,0.0,0.0,63257.3661789696,73501.4740622035,101047.88016022,0.0070040944,0.0081383607,0.0111884027,0.0,-17.47559,-870284.382,-116493662.637831,-12.8986180608,0.0,0.0,0.0,0.0,0.0,-12.8986180608,9031484.0,9031484.0,1,1.1619433198,1.5974089069,1.3747735192,15.8173152
5791,827,Netherlands,528,NLD,1999,Netherlands,1594000.0,18.55794,209962748.416756,217020319.792109,298353788.770643,392.2527292198,11295988.7923191,2.0865147679,2.19,4286788695.36469,4430882433.024,6091459835.44931,4496751443.78144,4647902752.81611,6389813624.21995,284.380077482,293.9390716831,404.0996519974,6.06886,-1233.90883,-61448659.734,-8358064201.90272,-528.5742329884,1345.71339,963.53446,179.9942683622,2033213238.10128,128.5828993257,-399.9913336627,15812470.0,15801947.0,1,1.0336134454,1.4209843938,1.3747735192,17.9700778
5792,828,"Iran, Islamic Rep.",364,IRN,1996,Iran,185000000.0,22.48449,28027503694.82,30760587229.1141,42288840756.5131,238.2280855769,12412518.0098546,2.2927521097,2.17,2694279513.23975,2957010402.67613,4065219597.49092,30721783208.0597,33717597631.7902,46354060354.004,513.5715389299,563.6521287682,774.8940206508,2630.0,2630.0,130974000.0,21583986175.5,360.8163276631,3.5315,3.5315,0.6597063054,8188616.39685026,0.136887898,360.953215561,59819871.0,61343020.0,1,1.0975143403,1.508833652,1.3747735192,20.6684884
5793,829,Kenya,404,KEN,2001,Kenya,0.0,23.698,0.0,0.0,0.0,0.0,20814444.2019471,3.8446962025,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.32,-1958136.0,-340108956.4,-10.8665518227,0.0,0.0,0.0,0.0,0.0,-10.8665518227,31298701.0,31298701.0,1,0.9723320158,1.3367363072,1.3747735192,24.4438911
5794,830,Kyrgyz Republic,417,KGZ,1970,Kyrgyzstan,,7.879107,,,,,14359329.9523663,2.6523533755,0.17,,,,,,,,,,,,,,,,,,,,,2963792.0,2963792.0,0,4.432428,6.09358464,1.3747735192,1.8
5795,831,Guinea,324,GIN,1996,Guinea,0.0,22.48449,0.0,0.0,0.0,0.0,12412518.0098546,2.2927521097,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7701569.0,7701569.0,1,1.0975143403,1.508833652,1.3747735192,20.6684884
5796,832,Lao PDR,418,LAO,1979,Laos,0.0,74.01507,0.0,0.0,0.0,0.0,23003312.7208218,4.2490084388,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3268021.0,3268021.0,1,2.3719008264,3.2608264463,1.3747735192,31.61
5797,833,Philippines,608,PHL,1959,Philippines,,12.14371,,,,,14721586.7556743,2.7192668776,0.13,,,,,,,,,,,,,,,,,,,,,27685324.0,27685324.0,1,5.901294,8.11294272,1.3747735192,2.08
5798,834,Algeria,12,DZA,1978,Algeria,54000000.0,36.53513,5549396400.0,14656534663.8037,20149415738.5031,317.6368345585,20099450.444168,3.7126276371,0.91,2417294095.04843,6384325815.45,8777002068.79426,7966690495.04843,21040860479.2537,28926417807.2973,451.2192480634,1191.7170938116,1638.341102907,,,,,,,,,,,,17655919.0,17685768.0,1,2.6411042945,3.6309202454,1.3747735192,14.02
5799,835,Armenia,51,ARM,2004,Armenia,0.0,34.29882,0.0,0.0,0.0,0.0,32865653.3958405,6.0707099156,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.96895,-8.7740938617,-288366327.72015,-96.3997404927,-96.3997404927,2991360.0,2991360.0,1,0.9115934357,1.2532345156,1.3747735192,38.265
5800,836,Bhutan,64,BTN,1991,Bhutan,0.0,24.95484,0.0,0.0,0.0,0.0,19477222.3879517,3.5976940928,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625045.0,625045.0,1,1.2643171806,1.7381497797,1.3747735192,20.0033852
5801,837,Central African Republic,140,CAF,2000,Central African Republic,0.0,28.50001,0.0,0.0,0.0,0.0,20051474.2893522,3.7037658228,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3940259.0,3940259.0,1,1.0,1.3747735192,1.3747735192,28.4954492
5802,838,Barbados,52,BRB,1943,Barbados,,11.81433,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,9.951438,13.68097344,1.3747735192,1.2
5803,839,Zimbabwe,716,ZWE,1952,Zimbabwe,,10.95621,,,,,0.0,,0.08,,,,,,,,,,,,,,,,,,,,,3080907.0,3080907.0,0,6.48333,8.9131104,1.3747735192,1.71
5804,840,Latvia,428,LVA,1987,Latvia,,27.45986,,,,,16601063.0427361,3.0664303797,1.67,,,,,,,,,,,,,,,,,,,,,2648965.0,2648965.0,0,1.5158450704,2.083943662,1.3747735192,18.4350394
5805,841,Algeria,12,DZA,1974,Algeria,45900000.0,39.93295,3896056260.0,13612579016.9519,18714213160.0297,137.3790910359,13216605.4459199,2.4412774262,0.3,519667275.933346,1815685242.74,2496155990.85538,4415723535.93335,15428264259.6919,21210369150.8851,283.5578447621,990.7335290124,1362.0342202339,,,,,,,,,,,,15572567.0,15653200.0,1,3.493938,4.80337344,1.3747735192,11.58
5806,842,Qatar,634,QAT,1980,Qatar,23600000.0,75.97401,6371148040.0,13314462287.4757,18304370174.7262,42.4696225019,30804095.0090108,5.6899135021,1.59,626009493.678585,1308238286.54675,1798531353.10065,6997157533.67859,14622700574.0225,20102901527.8269,30610.2110498693,63969.397363926,87943.4335327897,,,,,,,,,,,,228589.0,236900.0,1,2.0898058252,2.8730097087,1.3747735192,36.83
5807,843,"Iran, Islamic Rep.",364,IRN,2000,Iran,188000000.0,28.50001,39267868815.568,39267868815.5678,53984426201.6394,367.7264271743,20051474.2893522,3.7037658228,3.68,7373457000.00003,7373457000.0,10136833428.2927,46641325815.568,46641325815.5678,64121259629.9321,732.5667738733,732.5667738733,1007.1134017402,2309.12679,2309.12679,114994514.142,24020699861.2878,377.2784391495,0.0,-93.58475,-17.4822170928,-350544226.557093,-5.505783737,371.7726554125,63668361.0,63273255.0,1,1.0,1.3747735192,1.3747735192,28.4954492
5808,844,Russian Federation,643,RUS,1939,Russia,30300000.0,12.49909,226540980.0,2806795168.5942,3858707671.5001,,0.0,,0.05,,,,226540980.0,2806795168.5942,3858707671.5001,,,,,,,,,,,,,,,,,0,12.38979,17.0331552,1.3747735192,1.02
5809,845,Argentina,32,ARG,1963,Argentina,13300000.0,9.994071,175480200.0,986607592.866,1356361992.47808,23.7432198635,17058352.7221649,3.1508976793,0.16,72037788.4599446,405020219.192,556811072.071065,247517988.459945,1391627812.058,1913173064.54915,11.4277693941,64.2506906977,88.3301481591,,,,,,,,,,,,21659344.0,21616403.0,1,5.62233,7.7294304,1.3747735192,1.8
5810,846,Australia,36,AUS,1985,Australia,24600000.0,43.43477,4969564080.0,7953149949.59108,10933779944.6364,108.6724399446,27598504.3500577,5.0977995781,2.51,1874062580.62671,2999196806.542,4123216348.39447,6843626660.62671,10952346756.1331,15056996293.0309,435.4126797656,696.8221510746,957.9726408641,87.49099,30.97187,1542399.126,491018458.220763,31.2401119042,,,,,,,15717564.0,15695000.0,1,1.6003717472,2.2001486989,1.3747735192,27.56
5811,847,Albania,8,ALB,1963,Albania,750000.0,9.994071,9895500.0,55635766.515,76486578.5232,0.0,17058352.7221649,3.1508976793,0.16,0.0,0.0,0.0,9895500.0,55635766.515,76486578.5232,5.6042326101,31.5088451305,43.3175259049,,,,,,,,,,,,1765719.0,1779715.0,1,5.62233,7.7294304,1.3747735192,1.8
5812,848,Romania,642,ROM,1998,Romania,6555000.0,13.61725,610964011.101225,645447869.396509,887344638.846991,69.1998097126,11312955.4815178,2.0896487342,1.96,741029394.640558,782854366.608001,1076247452.5744,1351993405.74178,1428302236.00451,1963592091.42139,59.9723427561,63.3572848012,87.1019173909,0.0,-119.54,-5953092.0,-594149213.725,-26.3555429653,0.0,-134.197,-25.0688396048,-283602666.422023,-12.5801769779,-38.9357199432,22543615.0,22515824.0,1,1.0564417178,1.4523680982,1.3747735192,12.7156615
5813,849,Croatia,191,HRV,1992,Croatia,1917000.0,23.38595,271488860.776926,333217261.76612,458098267.604322,11.1424082901,15418014.8094531,2.8479061181,1.74,139969061.492213,171793816.029644,236177589.033646,411457922.269139,505011077.795764,694275856.637968,91.9639684016,112.8738086868,155.1759231898,0.0,0.0,0.0,0.0,0.0,0.0,-31.75,-5.9310987388,-91445768.1912115,-20.4388232216,-20.4388232216,4474121.0,4494013.0,1,1.2273699216,1.6873556664,1.3747735192,19.3208366
5814,850,Papua New Guinea,598,PNG,1972,Papua New Guinea,,10.08942,,,,,13591757.1614495,2.5105727848,0.19,,,,,,,,,,,,,,,,,,,,,2416549.0,2416549.0,0,4.117302,5.66035776,1.3747735192,2.48
5815,851,Uganda,800,UGA,1990,Uganda,0.0,30.875,0.0,0.0,0.0,0.0,17577255.8683605,3.2467457806,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17455758.0,17455758.0,1,1.3175210406,1.8112930375,1.3747735192,23.7258203
5816,852,Cameroon,120,CMR,2011,Cameroon,3070681.446,85.1707083947,2504151568.97458,1917030395.69582,2635482623.43465,15.8329513293,16370738.5472927,3.0238864759,3.95,338580359.880863,259197106.644399,356337318.458586,2842731928.85544,2176227502.34022,2991819941.89323,141.9211459511,108.646438958,149.3642472309,50.47378,19.25378,958838.244,598548199.884776,29.8820460601,0.0,0.0,0.0,0.0,0.0,29.8820460601,20030362.0,,1,0.76554088,1.0524453296,1.3747735192,111.255598
5817,853,"Gambia, The",270,GMB,1938,"Gambia, The",,13.66059,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,12.214146,16.79168448,1.3747735192,1.13
5818,854,Kuwait,414,KWT,1961,Kuwait,86400000.0,10.23677,1139961600.0,6556466343.168,9013656307.87584,8.3353074571,16357321.7900643,3.0214082278,0.15,23705777.6946108,136343306.295,187441167.0096,1163667377.69461,6692809649.463,9201097474.88544,3889.4446187142,22370.062935642,30753.7701459475,,,,,,,,,,,,299186.0,325342.0,1,5.75148,7.9069824,1.3747735192,1.8
5819,855,South Sudan,728,SSD,1963,,,9.994071,,,,0.0,17058352.7221649,3.1508976793,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3131693.0,,0,5.62233,7.7294304,1.3747735192,1.8
5820,856,South Africa,710,ZAF,1956,South Africa,,12.07436,,,,,13319530.6022402,2.4602890295,0.11,,,,,,,,,,,,,,,,,,,,,15755233.0,15755233.0,1,6.333516,8.70715008,1.3747735192,1.93
5821,857,Namibia,516,NAM,1955,Namibia,,12.26506,,,,,12384826.4999508,2.2876371308,0.1,,,,,,,,,,,,,,,,,,,,,521903.0,521903.0,0,6.426504,8.83498752,1.3747735192,1.93
5822,858,Chad,148,TCD,1952,Chad,,10.95621,,,,,0.0,,0.08,,,,,,,,,,,,,,,,,,,,,2682462.0,2682462.0,0,6.48333,8.9131104,1.3747735192,1.71
5823,859,Turkey,792,TUR,1981,Turkey,2363000.0,67.14143,622335984.7,1178946716.89043,1620784726.88602,0.1062904482,34697136.395785,6.4090084388,1.98,1946787.76400697,3687974.18,5070129.2420237,624282772.464007,1182634691.07043,1625854856.12804,13.6721449716,25.9003670419,35.6071387458,,,,,,,,,,,,45660924.0,46253234.0,1,1.8943894389,2.6043564356,1.3747735192,35.93
5824,860,Bangladesh,50,BGD,1973,Bangladesh,5000.0,12.58577,120578.5,467389.034427,642554.06767776,4.2601982127,13512777.2517836,2.4959841772,0.22,14851344.813842,57567109.4970001,79141737.7112765,14971923.3138419,58034498.531427,79784291.7789542,0.2146470697,0.8320196938,1.1438386424,,,,,,,,,,,,69751352.0,72382694.0,1,3.876222,5.32892736,1.3747735192,3.29
5825,861,Honduras,340,HND,2011,Honduras,0.0,85.1707083947,0.0,0.0,0.0,0.0,16370738.5472927,3.0238864759,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7754687.0,,1,0.76554088,1.0524453296,1.3747735192,111.255598
5826,862,Syrian Arab Republic,760,SYR,1962,Syria,0.0,10.12409,0.0,0.0,0.0,0.0,17292025.8923537,3.1940601266,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,4834621.0,4834621.0,1,5.689488,7.82175744,1.3747735192,1.8
5827,863,Israel,376,ISR,2013,Israel,19422.0,80.3195300542,15468980.8188628,11434550.1401897,15719916.7362832,42.485086067,14835996.8499363,2.7403998971,3.7072900048,852699194.210009,630308603.059636,866531576.387491,868168175.028872,641743153.199826,882251493.123774,107.7198554537,79.6256781686,109.4672737916,5.35233,-270.20055,-13455987.39,-7921369136.68508,-982.861112561,0.0,-18.01065,-3.3645021575,-49915743.4100022,-6.1934044804,-989.0545170414,8059500.0,,1,0.7391922114,1.0162218779,1.3747735192,108.6585177866
5828,864,Malawi,454,MWI,1978,Malawi,0.0,36.53513,0.0,0.0,0.0,0.0,20099450.444168,3.7126276371,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,5880328.0,5880328.0,1,2.6411042945,3.6309202454,1.3747735192,14.02
5829,865,Singapore,702,SGP,2011,Singapore,0.0,85.1707083947,0.0,0.0,0.0,0.0,16370738.5472927,3.0238864759,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,-964.32,-48023136.0,-29978113394.5068,-5783.1497568352,0.0,-310.0657,-57.9222136131,-948229415.140761,-182.925210784,-5966.0749676192,5183700.0,,1,0.76554088,1.0524453296,1.3747735192,111.255598
5830,866,Djibouti,262,DJI,1997,Djibouti,0.0,20.3782,0.0,0.0,0.0,0.0,12932015.0758337,2.3887099156,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417908.0,417908.0,1,1.0728971963,1.4749906542,1.3747735192,19.0925875
5831,867,United States,840,USA,1961,United States,358000000.0,10.23677,4723452000.0,27166839708.96,37348251831.2448,2512.4319774398,16357321.7900643,3.0214082278,0.15,7145405761.75698,41096658330.63,56498597599.071,11868857761.757,68263498039.59,93846849430.3158,64.5967120634,371.5266974982,510.7650653829,,,,,,,,,,,,183737800.0,183691000.0,1,5.75148,7.9069824,1.3747735192,1.8
5832,868,Sudan including South Sudan,736,SDN,2001,Sudan,10400000.0,23.698,1866049375.03388,1814419550.4282,2494415950.58171,0.0,20814444.2019471,3.8446962025,4.0,0.0,0.0,0.0,1866049375.03388,1814419550.4282,2494415950.58171,55.5147184942,53.9787381406,74.2085397936,,,,,,,,,,,,33613597.0,35063397.0,1,0.9723320158,1.3367363072,1.3747735192,24.4438911
5833,869,Sweden,752,SWE,2010,Sweden,0.0,62.7780519037,0.0,0.0,0.0,0.0,19153401.3794631,3.5378801776,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32055,-390.40704,-19442270.592,-8945782598.55624,-953.898742516,0.0,-57.59877,-10.7598107749,-206086974.539092,-21.9752831791,-975.874025695,9378126.0,,1,0.7897053968,1.0856660674,1.3747735192,79.4955336
5834,870,Belarus,112,BLR,1954,Belarus,,12.21305,,,,,0.0,,0.1,,,,,,,,,,,,,,,,,,,,,7698751.0,7698751.0,0,6.400674,8.79947712,1.3747735192,1.93
5835,871,Cote d'Ivoire,384,CIV,1950,Cote dIvoire (IvoryCoast),,12.08303,,,,,0.0,,0.07,,,,,,,,,,,,,,,,,,,,,2860288.0,2860288.0,0,7.148022,9.82691136,1.3747735192,1.71
5836,872,Eritrea,232,ERI,1935,Eritrea,,12.03969,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,0,12.537882,17.23674816,1.3747735192,0.97
5837,873,Mozambique,508,MOZ,1984,Mozambique,0.0,45.81844,0.0,0.0,0.0,0.0,29369761.5996525,5.4249736287,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,12922824.0,12922824.0,1,1.6573628489,2.2784985563,1.3747735192,28.78
5838,874,Canada,124,CAN,2004,Canada,119000000.0,34.29882,33501203698.2842,30539477378.7429,41984864789.3966,1438.1597457471,32865653.3958405,6.0707099156,5.46,51849934281.6158,47266059731.5735,64980127274.18,85351137979.9001,77805537110.3165,106964992063.577,2667.9816023912,2432.1145152555,3343.6066311471,1782.67765,844.27192,42044741.616,10569498674.5241,330.390767804,3717.29222,3333.736,622.7627522868,20467504764.4979,639.79142459,970.182192394,31990902.0,32135000.0,1,0.9115934357,1.2532345156,1.3747735192,38.265
5839,875,Turkmenistan,795,TKM,1973,Turkmenistan,,12.58577,,,,,13512777.2517836,2.4959841772,0.22,,,,,,,,,,,,,,,,,,,,,2379578.0,2379578.0,0,3.876222,5.32892736,1.3747735192,3.29
5840,876,Turkey,792,TUR,1990,Turkey,3712000.0,30.875,645554895.509888,850532157.664902,1169289087.55493,1.2289417538,17577255.8683605,3.2467457806,1.71,16395505.6415353,21601423.6531934,29697065.2146481,661950401.151423,872133581.318096,1198986152.76957,11.7884227937,15.5314950656,21.3522881292,0.0,-409.24897,-20380598.706,-4611980111.29375,-82.1329987467,0.0,-115.02096,-21.4866353005,-377676086.427685,-6.7258897013,-88.858888448,56152584.0,56560676.0,1,1.3175210406,1.8112930375,1.3747735192,23.7258203
5841,877,Madagascar,450,MDG,1962,Madagascar,0.0,10.12409,0.0,0.0,0.0,0.0,17292025.8923537,3.1940601266,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,5703324.0,5703324.0,1,5.689488,7.82175744,1.3747735192,1.8
5842,878,Namibia,516,NAM,2012,Namibia,0.0,83.7544654913,0.0,0.0,0.0,0.0,10800827.7291659,1.9950521355,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259393.0,,1,0.7500195998,1.0311070847,1.3747735192,111.669702381
5843,879,Guinea,324,GIN,2014,Guinea,0.0,71.9725878669,0.0,0.0,0.0,,17121245.3749253,3.1625147632,4.3477415504,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,12043898.0,,1,0.7273925385,1.0,1.3747735192,98.9460079051
5844,880,Honduras,340,HND,1957,Honduras,,11.47628,,,,,12852184.2618626,2.373964135,0.11,,,,,,,,,,,,,,,,,,,,,1770390.0,1770390.0,1,6.111378,8.40176064,1.3747735192,1.9
